issue_id,issue_type,priority,description_length,num_comments,time_to_resolve_hours,time_in_progress_hours,lines_added,lines_deleted,lines_updated_est,total_files_changed,num_commits
CALCITE-5571,Task,Major,580,2,134.18722222222223,,10,7,7,3,1
CALCITE-5570,Improvement,Major,581,15,4933.700833333333,,208,1,1,9,2
CALCITE-5565,Task,Major,511,2,816.3988888888889,816.369798611111,164,18,18,8,1
CALCITE-5564,Improvement,Major,998,10,2024.7911111111111,2024.770612222222,304,49,49,14,1
CALCITE-5563,Improvement,Minor,1185,7,1079.9163888888888,22.550978611111113,45,0,0,2,1
CALCITE-5557,New Feature,Minor,465,10,446.23027777777776,,947,535,535,31,1
CALCITE-5555,Task,Major,170,1,0.03138888888888889,,1,44,1,1,1
CALCITE-5554,Improvement,Major,537,15,369.3588888888889,369.2620475,126,149,126,5,1
CALCITE-5553,Bug,Major,1605,4,280.63305555555553,,48,14,14,6,1
CALCITE-5550,Task,Trivial,77,1,7.503888888888889,,1,25,1,1,1
CALCITE-5548,Improvement,Minor,2093,9,531.4633333333334,529.8262466666666,574,85,85,30,2
CALCITE-5547,Bug,Major,238,8,1586.1061111111112,,127,1,1,3,1
CALCITE-5546,Bug,Major,476,2,73.32944444444445,,6023,5392,5392,429,1
CALCITE-5545,Bug,Major,401,5,147.14416666666668,,210,72,72,8,1
CALCITE-5543,Wish,Major,102,8,1520.0966666666666,925.7144855555556,503,178,178,12,1
CALCITE-5538,Bug,Trivial,526,11,938.6269444444445,5.055026388888889,106,10,10,2,1
CALCITE-5537,Test,Major,312,10,52.13055555555555,,10,1,1,1,1
CALCITE-5532,Bug,Major,1913,7,14872.607777777777,14872.558417777776,54,0,0,4,1
CALCITE-5531,Bug,Major,2598,2,98.00555555555556,93.85983194444445,15,0,0,2,1
CALCITE-5530,Bug,Minor,985,4,1835.9044444444444,,77,4,4,2,1
CALCITE-5524,Bug,Major,286,3,0.1986111111111111,,11,3,3,1,1
CALCITE-5522,Bug,Major,4137,2,249.605,93.64198472222223,241,51,51,9,1
CALCITE-5521,Improvement,Minor,1300,6,5.091111111111111,,88,8,8,3,1
CALCITE-5518,Bug,Major,1315,7,425.7186111111111,,34,1,1,2,1
CALCITE-5515,Bug,Major,484,2,170.43138888888888,,213,22,22,7,1
CALCITE-5514,Improvement,Minor,493,3,164.54805555555555,,19,3,3,2,1
CALCITE-5510,Improvement,Major,498,18,601.1030555555556,,80,12,12,3,1
CALCITE-5508,Bug,Major,797,4,259.7627777777778,259.75978194444446,828,126,126,21,1
CALCITE-5507,Improvement,Major,471,5,509.9241666666667,,92,2,2,4,1
CALCITE-5506,Improvement,Major,1597,15,2320.826666666667,,389,181,181,26,2
CALCITE-5505,Bug,Minor,4213,3,320.9452777777778,,37,25,25,1,1
CALCITE-5504,Bug,Minor,193,3,802.0369444444444,,20,0,0,2,1
CALCITE-5503,Improvement,Minor,1575,13,520.8780555555555,,40,0,0,2,1
CALCITE-5501,Bug,Major,251,16,366.8955555555556,330.86837777777777,4,0,0,2,1
CALCITE-5498,Bug,Minor,392,2,378.10305555555556,262.07824805555555,828,126,126,21,1
CALCITE-5495,Bug,Major,308,2,0.7772222222222223,,262,2,2,7,1
CALCITE-5493,Bug,Major,254,3,2.6230555555555557,2.6208858333333334,2,2,2,1,1
CALCITE-5491,Bug,Blocker,4013,7,29.065833333333334,,21,4,4,2,1
CALCITE-5489,Bug,Blocker,2144,13,96.11694444444444,,79,5,5,6,1
CALCITE-5484,Sub-task,Major,348,2,946.1552777777778,946.1480777777778,75,8,8,5,1
CALCITE-5483,Bug,Major,9172,16,558.55,,87,13,13,3,1
CALCITE-5481,Bug,Major,23,0,560.5663888888889,312.9833425,302,11,11,4,1
CALCITE-5479,Bug,Major,904,11,4265.843333333333,,124,22,22,6,1
CALCITE-5478,Improvement,Major,177,5,974.8747222222222,,43,5,5,4,1
CALCITE-5477,Improvement,Major,523,17,3789.139166666667,,29,27,27,2,1
CALCITE-5476,Improvement,Minor,2203,4,1585.1363888888889,,113,15,15,7,1
CALCITE-5475,Task,Major,1155,2,93.23388888888888,93.13179333333333,25,6,6,2,1
CALCITE-5471,Task,Major,138,5,90.35388888888889,72.86474361111111,79,62,62,3,1
CALCITE-5469,Sub-task,Major,756,3,1067.6105555555555,1065.4396533333334,487,99,99,12,1
CALCITE-5468,Bug,Major,702,4,861.0930555555556,861.0906422222222,59,0,0,3,1
CALCITE-5466,Improvement,Major,940,5,375.865,,73,0,0,4,1
CALCITE-5454,Improvement,Major,347,3,532.4405555555555,0.000836111111111111,91,25,25,5,1
CALCITE-5452,Improvement,Major,445,3,556.7672222222222,0.0011080555555555555,51,10,10,6,1
CALCITE-5451,Improvement,Minor,2832,7,646.7769444444444,,309,9,9,11,1
CALCITE-5450,Improvement,Minor,564,17,845.0716666666667,,270,89,89,12,1
CALCITE-5447,Improvement,Minor,616,6,600.0380555555555,,342,66,66,17,2
CALCITE-5442,Improvement,Major,243,2,1267.6338888888888,,29,17,17,1,1
CALCITE-5440,Improvement,Trivial,237,1,2082.5291666666667,,34,19,19,8,1
CALCITE-5439,Bug,Major,889,4,256.54555555555555,,35,0,0,2,1
CALCITE-5436,Sub-task,Major,876,7,699.7802777777778,579.0108469444444,238,35,35,10,1
CALCITE-5433,Bug,Major,400,6,45.25944444444445,,3,3,3,1,1
CALCITE-5432,Sub-task,Major,817,5,748.7233333333334,747.7687316666667,176,46,46,11,1
CALCITE-5430,Improvement,Trivial,438,5,767.9536111111111,,63,3,3,6,1
CALCITE-5428,Task,Major,229,2,27.378055555555555,,221,193,193,57,3
CALCITE-5427,Improvement,Major,1152,5,744.3458333333333,744.1160847222221,84,0,0,4,1
CALCITE-5425,Bug,Major,434,12,4422.427222222223,,56,0,0,4,1
CALCITE-5424,Bug,Major,1448,9,1158.8658333333333,152.7745788888889,1111,165,165,42,3
CALCITE-5423,Sub-task,Major,61,7,389.1791666666667,76.34788944444445,259,43,43,12,2
CALCITE-5417,Improvement,Trivial,242,11,337.14472222222224,,22,34,22,10,1
CALCITE-5416,Bug,Minor,1367,7,1687.7169444444444,,34,13,13,2,1
CALCITE-5414,Bug,Major,509,4,1225.7588888888888,1225.7452375,668,48,48,6,1
CALCITE-5411,Task,Major,550,4,2774.2902777777776,2772.6934294444445,23,12,12,2,1
CALCITE-5410,Bug,Major,864,2,52.370555555555555,52.36707194444445,20,1,1,3,1
CALCITE-5409,Bug,Major,2197,8,9266.149166666666,,287,14,14,8,1
CALCITE-5408,Improvement,Major,180,3,526.1419444444444,46.998377500000004,11,8,8,6,1
CALCITE-5407,Bug,Minor,2256,4,1049.4547222222222,,33,4,4,2,1
CALCITE-5405,Bug,Minor,218,4,1067.4777777777779,,26,1,1,2,1
CALCITE-5404,New Feature,Major,156,13,1179.4255555555555,1174.7437597222222,61,3,3,5,1
CALCITE-5403,Bug,Major,1646,10,2749.8683333333333,2749.866374166667,802,0,0,10,1
CALCITE-5401,Bug,Major,6221,5,4699.437777777778,912.4785030555556,41,11,11,11,1
CALCITE-5399,Bug,Blocker,355,18,553.7063888888889,,75,69,69,25,3
CALCITE-5395,Bug,Minor,2366,3,503.3836111111111,,38,1,1,2,1
CALCITE-5394,Bug,Minor,1367,3,503.515,,34,1,1,2,1
CALCITE-5393,New Feature,Major,492,22,359.5027777777778,189.1905736111111,71,5,5,9,1
CALCITE-5392,Improvement,Major,323,3,74.09777777777778,,26,0,0,3,1
CALCITE-5391,Bug,Major,441,8,183.6775,183.5971338888889,43,1,1,3,1
CALCITE-5389,Improvement,Trivial,206,13,484.67333333333335,,150,1,1,7,1
CALCITE-5388,Bug,Major,2044,14,593.6361111111111,503.00975750000003,21,1,1,2,1
CALCITE-5387,Bug,Major,3497,5,21578.590833333332,,94,6,6,4,1
CALCITE-5385,Task,Major,435,8,350.0025,229.30302777777777,285,218,218,3,1
CALCITE-5383,Improvement,Minor,75,3,4.847777777777778,,3,2,2,3,1
CALCITE-5381,Improvement,Major,454,13,2987.4125,,102,14,14,2,1
CALCITE-5377,Improvement,Major,654,4,338.4219444444444,,23,12,12,3,1
CALCITE-5374,Improvement,Major,392,6,463.11694444444447,,15,13,13,6,1
CALCITE-5372,Task,Major,165,2,12.346111111111112,,1,1,1,1,1
CALCITE-5369,Bug,Major,909,5,47.53277777777778,17.02798888888889,270,89,89,12,1
CALCITE-5367,New Feature,Minor,298,2,3347.561388888889,,1438,223,223,18,1
CALCITE-5362,New Feature,Minor,261,1,1046.3705555555555,,400,24,24,3,1
CALCITE-5361,Improvement,Major,490,4,3207.056111111111,,1,1,1,1,1
CALCITE-5360,Sub-task,Major,305,11,863.3813888888889,,106,13,13,6,1
CALCITE-5357,Sub-task,Major,0,9,2815.2291666666665,,1016,43,43,17,1
CALCITE-5356,Improvement,Major,205,5,209.04333333333332,,14,9,9,6,1
CALCITE-5355,Improvement,Minor,126,2,20.934444444444445,,9,1,1,3,1
CALCITE-5353,Task,Trivial,0,1,281.8,,136,4,4,3,1
CALCITE-5351,Bug,Major,140,2,2.5694444444444446,,2,2,2,1,1
CALCITE-5349,Improvement,Minor,682,6,2209.672777777778,,119,17,17,7,2
CALCITE-5348,Bug,Major,1527,7,252.31027777777777,,95,14,14,3,1
CALCITE-5344,Task,Major,99,1,31.171944444444446,,210,139,139,7,1
CALCITE-5342,Improvement,Major,570,4,2169.133888888889,118.88307416666666,63,181,63,5,1
CALCITE-5341,Improvement,Major,60,6,2169.4380555555554,118.88266444444444,1,1,1,1,1
CALCITE-5340,Bug,Major,673,2,121.71055555555556,96.54913972222222,222,43,43,14,1
CALCITE-5339,Improvement,Major,194,2,19.7725,,8,8,8,5,1
CALCITE-5338,Bug,Major,330,2,21.235,,23,18,18,6,1
CALCITE-5337,Bug,Major,9665,3,23.1775,23.17600361111111,50,1,1,3,1
CALCITE-5336,Improvement,Trivial,694,18,845.2955555555556,,102,12,12,6,1
CALCITE-5332,Bug,Major,1624,7,1108.2269444444444,,65,64,64,1,1
CALCITE-5326,Bug,Major,928,7,213.44972222222222,,8,8,8,2,1
CALCITE-5314,Improvement,Major,1190,10,451.8375,,183,7,7,7,1
CALCITE-5310,Improvement,Major,4420,6,963.0933333333334,,34,2,2,4,1
CALCITE-5306,Test,Major,442,4,171.9713888888889,167.2608997222222,8,47,8,4,1
CALCITE-5305,Improvement,Major,1261,11,463.78694444444443,458.8550969444444,263,6,6,4,1
CALCITE-5299,Bug,Minor,554,11,677.3222222222222,,122,76,76,5,1
CALCITE-5298,Bug,Major,588,11,2570.868611111111,2570.4995844444447,13,10,10,2,1
CALCITE-5297,Bug,Major,467,2,109.66916666666667,108.4748563888889,28,3,3,4,1
CALCITE-5296,Bug,Major,2980,22,387.5752777777778,,27,3,3,3,1
CALCITE-5295,Bug,Major,1544,2,796.0080555555555,775.8781925,18,28,18,1,1
CALCITE-5294,Improvement,Major,571,6,66.17166666666667,66.07629277777778,57,41,41,3,1
CALCITE-5293,Improvement,Minor,310,2,38.78138888888889,19.845408888888887,18,14,14,2,1
CALCITE-5291,Bug,Trivial,329,4,98.11222222222223,,45,34,34,3,1
CALCITE-5289,Bug,Minor,14496,5,13846.55361111111,,33,0,0,3,1
CALCITE-5288,Bug,Major,440,6,234.5427777777778,232.7769197222222,24,3,3,2,1
CALCITE-5287,Bug,Major,346,3,34.34027777777778,34.19492555555556,0,1,0,1,1
CALCITE-5286,Bug,Major,1633,10,476.58472222222224,,39,2,2,3,1
CALCITE-5283,Bug,Major,779,10,3239.1480555555554,1529.109062222222,431,9,9,15,1
CALCITE-5281,Improvement,Minor,147,10,2343.3905555555557,,78,1,1,3,1
CALCITE-5280,Improvement,Minor,289,13,2343.5891666666666,,201,52,52,5,1
CALCITE-5278,Bug,Major,171,2,7.416666666666667,,1,1,1,1,1
CALCITE-5277,Improvement,Major,1210,5,9.845277777777778,9.828615833333334,9,5,5,1,1
CALCITE-5276,Improvement,Minor,579,7,590.6427777777777,,293,280,280,16,1
CALCITE-5275,Bug,Major,23,2,52.31583333333333,,117,10,10,3,1
CALCITE-5274,Improvement,Minor,463,3,23.01972222222222,10.229362777777776,24,8,8,1,1
CALCITE-5270,Bug,Trivial,975,4,55.15222222222222,54.246049722222224,24,14,14,2,1
CALCITE-5269,Sub-task,Major,76,12,414.04527777777776,412.81664861111113,266,23,23,12,1
CALCITE-5268,New Feature,Major,374,14,3988.443333333333,,947,107,107,26,1
CALCITE-5267,Bug,Minor,91,5,333.21805555555557,,0,16,0,1,1
CALCITE-5265,Bug,Trivial,718,19,586.5147222222222,4.808608333333334,69,30,30,4,1
CALCITE-5264,Improvement,Major,434,6,1136.2566666666667,240.0224266666667,32,6,6,2,1
CALCITE-5263,Task,Minor,2524,2,99.38166666666666,99.38066027777778,106,9,9,2,1
CALCITE-5262,Bug,Major,226,11,154.98083333333332,,3442,1494,1494,35,2
CALCITE-5259,Improvement,Major,148,3,2144.0275,2143.942526111111,17,0,0,2,1
CALCITE-5253,Bug,Major,725,11,3769.136111111111,867.6308336111111,98,25,25,4,1
CALCITE-5252,Bug,Major,9527,19,1619.4161111111111,1583.361671111111,55,1,1,2,1
CALCITE-5251,New Feature,Major,1356,7,237.63,,99,12,12,6,1
CALCITE-5247,Improvement,Major,604,6,132.40166666666667,,131,8,8,5,1
CALCITE-5243,Bug,Major,320,4,109.97027777777778,,17,0,0,2,1
CALCITE-5241,Wish,Major,185,20,499.81083333333333,,82,16,16,11,1
CALCITE-5239,Bug,Major,205,5,2227.8369444444443,2227.8289422222224,2,4,2,1,1
CALCITE-5232,Bug,Major,362,3,2.3336111111111113,2.210455,1,1,1,1,1
CALCITE-5230,Bug,Major,815,12,2765.645,2718.2875125,95,12,12,8,1
CALCITE-5221,Task,Blocker,86,3,6.353055555555556,,1,1,1,1,1
CALCITE-5217,Bug,Major,363,6,3102.9583333333335,1965.7128069444445,83,8,8,4,2
CALCITE-5209,Bug,Major,6545,3,4504.0975,1468.754453611111,75,23,23,2,1
CALCITE-5206,Bug,Major,527,5,42.510555555555555,34.090243888888885,41,4,4,2,1
CALCITE-5201,Improvement,Major,578,7,1149.9102777777778,,225,82,82,10,1
CALCITE-5197,Improvement,Trivial,576,5,2988.77,,195,112,112,5,1
CALCITE-5196,Improvement,Trivial,79,2,2.515277777777778,,1,1,1,1,1
CALCITE-5195,Bug,Major,1207,12,118.82027777777778,,196,25,25,3,1
CALCITE-5194,Bug,Blocker,1767,15,539.0280555555555,,101,1,1,2,1
CALCITE-5192,Improvement,Minor,1292,1,1210.1375,,30,21,21,1,1
CALCITE-5191,Bug,Major,187,6,124.54666666666667,,13,0,0,3,1
CALCITE-5184,Bug,Major,419,6,10346.31,106.92801444444444,240,15,15,7,1
CALCITE-5179,Bug,Major,1036,10,136.15083333333334,,21,2,2,2,1
CALCITE-5178,Bug,Major,1401,3,1489.9177777777777,,25,0,0,2,1
CALCITE-5177,Bug,Blocker,4252,9,263.31805555555553,141.09287694444444,138,29,29,7,2
CALCITE-5171,Bug,Major,1092,3,75.30277777777778,75.21242083333334,164,94,94,6,1
CALCITE-5170,Bug,Major,505,3,63.01583333333333,62.61109972222222,11,1,1,2,1
CALCITE-5169,Improvement,Major,814,11,402.15444444444444,133.89960194444444,84,3,3,4,1
CALCITE-5166,Bug,Major,1178,4,82.01361111111112,81.34494722222222,24,4,4,4,1
CALCITE-5165,Improvement,Major,271,4,61.50333333333333,,2,2,2,1,1
CALCITE-5163,Bug,Major,1073,3,161.6511111111111,,76,0,0,2,1
CALCITE-5162,Improvement,Major,373,2,238.4763888888889,,22,1,1,2,1
CALCITE-5160,Bug,Major,2545,7,7418.326944444444,6025.008335833333,368,5,5,9,1
CALCITE-5159,Improvement,Major,225,11,4688.604444444444,4687.58446,710,371,371,25,1
CALCITE-5157,Bug,Major,3538,16,829.0302777777778,,75,23,23,6,1
CALCITE-5156,Bug,Major,1006,13,21334.185,21253.662935277778,341,120,120,16,1
CALCITE-5155,Bug,Major,1148,14,4226.634444444445,,3183,575,575,44,1
CALCITE-5153,Bug,Major,507,2,460.31694444444446,460.2352436111111,131,65,65,10,1
CALCITE-5150,Bug,Major,290,7,593.8075,593.7543994444444,11,1,1,2,1
CALCITE-5149,Improvement,Major,100,2,138.38777777777779,,40,7,7,3,1
CALCITE-5147,Bug,Major,871,16,652.9430555555556,,70,23,23,5,1
CALCITE-5145,Bug,Major,2526,13,1180.611388888889,,106,1,1,3,1
CALCITE-5143,Bug,Major,1697,23,834.4330555555556,,235,36,36,6,1
CALCITE-5142,Improvement,Major,147,2,205.43472222222223,,1,1,1,1,1
CALCITE-5141,Bug,Major,2486,8,5183.523888888889,,34,5,5,3,1
CALCITE-5140,Bug,Major,1281,15,96.9925,,2,1,1,1,1
CALCITE-5139,Bug,Major,507,3,27.269444444444446,,8,7,7,3,1
CALCITE-5138,Bug,Major,920,2,116.53361111111111,,216,3,3,5,1
CALCITE-5137,Bug,Major,351,7,222.80166666666668,222.49316305555556,8,1,1,2,1
CALCITE-5134,Bug,Major,2995,7,1031.9544444444443,500.36526555555554,53,1,1,4,1
CALCITE-5131,Improvement,Major,200,7,142.81666666666666,47.87097222222222,24,26,24,10,1
CALCITE-5130,Bug,Major,1794,9,14740.834166666667,,27,1,1,4,1
CALCITE-5127,Bug,Major,519,58,3698.2630555555556,3239.069625555556,516,121,121,48,2
CALCITE-5126,Bug,Major,1179,8,2730.3063888888887,2729.4646427777775,65,21,21,6,1
CALCITE-5125,Improvement,Major,129,9,300.75083333333333,300.60224666666664,52,6,6,4,1
CALCITE-5118,Improvement,Major,413,16,666.4197222222223,666.416965,44,0,0,2,1
CALCITE-5117,Bug,Major,497,4,25.415277777777778,25.07714083333333,164,1,1,4,1
CALCITE-5115,Bug,Major,187,5,8.623055555555556,1.2117516666666666,2,2,2,1,1
CALCITE-5112,Bug,Major,342,4,19.508055555555554,17.472074166666665,1,1,1,1,1
CALCITE-5111,Improvement,Trivial,40,3,258.61694444444447,,1,0,0,1,1
CALCITE-5110,Improvement,Trivial,634,6,40.2,2.652810277777778,1,1,1,1,1
CALCITE-5108,Improvement,Major,756,6,13.383333333333333,,5,23,5,5,1
CALCITE-5107,New Feature,Major,192,4,91.55111111111111,,696,56,56,20,1
CALCITE-5106,Improvement,Major,2528,3,4.362222222222222,,40,240,40,4,1
CALCITE-5105,Bug,Major,1039,3,5032.878611111111,5010.798744166666,4036,270,270,92,2
CALCITE-5102,Bug,Minor,1256,7,6.508055555555556,,139,131,131,2,1
CALCITE-5096,Bug,Major,0,1,2590.491111111111,,287,11,11,5,3
CALCITE-5095,Bug,Major,712,7,463.1075,454.1519461111111,60,31,31,15,1
CALCITE-5092,Bug,Major,534,10,2882.7091666666665,,8,0,0,1,1
CALCITE-5091,Improvement,Minor,384,4,288.6222222222222,,11,30,11,2,1
CALCITE-5089,Improvement,Major,652,12,997.2761111111112,997.2537583333333,235,6,6,12,1
CALCITE-5088,Bug,Major,1214,6,99.17277777777778,90.41699305555555,100,20,20,3,1
CALCITE-5086,Improvement,Minor,153,20,1452.2508333333333,1452.246387777778,159,39,39,8,1
CALCITE-5085,New Feature,Minor,338,20,432.4841666666667,,223,0,0,4,1
CALCITE-5083,Improvement,Major,503,1,181.97972222222222,,23,10,10,3,1
CALCITE-5081,Bug,Major,2441,11,1065.1533333333334,,95,5,5,2,1
CALCITE-5079,Improvement,Major,126,2,145.8022222222222,,45,36,36,1,1
CALCITE-5075,Bug,Major,243,2,6.735833333333333,6.734170555555555,1,0,0,1,1
CALCITE-5073,Improvement,Major,596,13,1362.1152777777777,,230,10,10,4,1
CALCITE-5070,Task,Major,177,4,1.905,,289,10,10,4,1
CALCITE-5064,Bug,Major,113,6,73.005,72.82831083333333,8,4,4,2,1
CALCITE-5061,Improvement,Major,465,11,1338.2958333333333,113.86200000000001,103,61,61,7,1
CALCITE-5050,Bug,Minor,530,4,180.8825,,33,1,1,2,1
CALCITE-5048,Bug,Major,1812,11,788.8844444444444,,155,42,42,9,1
CALCITE-5045,Bug,Major,504,7,2514.8755555555554,,106,1,1,3,1
CALCITE-5044,Improvement,Major,1324,15,231.71083333333334,,65,2,2,2,1
CALCITE-5040,Bug,Blocker,1023,5,35.626666666666665,,22,36,22,2,1
CALCITE-5037,Bug,Major,1065,4,296.91527777777776,296.90293777777777,37,32,32,8,1
CALCITE-5036,Improvement,Major,598,9,573.0966666666667,,100,35,35,6,2
CALCITE-5034,Task,Major,542,3,22979.940555555557,288.38307000000003,0,111,0,4,1
CALCITE-5032,Bug,Major,2594,9,998.4691666666666,,22,35,22,2,1
CALCITE-5030,Task,Major,0,3,0.6483333333333333,0.6471558333333334,1,1,1,1,1
CALCITE-5027,Bug,Major,254,5,986.3519444444445,116.55860027777778,8,1,1,2,1
CALCITE-5025,Bug,Major,418,4,32.405,,1,1,1,1,1
CALCITE-5021,Bug,Major,1960,5,981.4955555555556,835.1006408333334,73,19,19,4,1
CALCITE-5019,Bug,Major,181,2,198.96527777777777,,29,4,4,2,1
CALCITE-5015,Bug,Minor,193,3,1497.0558333333333,,1,1,1,1,1
CALCITE-5013,Bug,Major,840,19,2989.071388888889,,216,1,1,4,1
CALCITE-5011,Bug,Major,2191,3,70.80638888888889,65.95624583333333,76,82,76,3,1
CALCITE-5008,Improvement,Major,369,2,274.3283333333333,273.8189052777778,239,4,4,11,1
CALCITE-5007,Task,Trivial,564,2,112.81305555555555,,1,1,1,1,1
CALCITE-5006,Bug,Major,1119,3,113.53194444444445,,7,4,4,1,1
CALCITE-5003,Bug,Minor,2550,2,2060.3902777777776,160.5242338888889,75,1,1,2,1
CALCITE-5000,Improvement,Major,471,7,1603.6788888888889,1434.7721777777776,100,6,6,3,1
CALCITE-4999,Bug,Major,1178,41,4958.754722222222,3304.655476388889,189,46,46,14,1
CALCITE-4997,Bug,Major,553,10,287.16527777777776,,62,7,7,10,1
CALCITE-4996,Improvement,Minor,885,9,189.2511111111111,,268,28,28,3,1
CALCITE-4995,Bug,Major,2186,7,366.6069444444444,363.2149361111111,33,1,1,2,1
CALCITE-4994,Improvement,Major,857,30,167.94083333333333,,307,48,48,6,1
CALCITE-4992,Bug,Minor,457,6,1971.0213888888889,,63,15,15,1,1
CALCITE-4991,Improvement,Major,2565,4,3.4230555555555555,3.4195266666666666,5,0,0,1,1
CALCITE-4989,Bug,Critical,1147,12,1667.32,,353,12,12,11,1
CALCITE-4988,Bug,Major,570,3,671.5261111111112,575.6133444444445,78,2,2,2,1
CALCITE-4986,Bug,Major,625,2,150.2025,150.03833972222225,571,295,295,6,1
CALCITE-4982,Bug,Major,2056,8,7156.809166666667,,64,1,1,3,1
CALCITE-4980,New Feature,Major,1071,20,364.7313888888889,,96,2,2,7,1
CALCITE-4977,Improvement,Minor,430,2,41.48888888888889,,19,0,0,3,1
CALCITE-4976,Bug,Major,23,2,1800.4063888888888,,205,8,8,5,1
CALCITE-4973,Task,Minor,212,2,2.6955555555555555,,1,1,1,1,1
CALCITE-4972,Bug,Minor,1448,16,6300.820277777778,38.67790944444444,56,0,0,3,1
CALCITE-4968,Bug,Major,517,4,126.8236111111111,,27,8,8,3,1
CALCITE-4967,New Feature,Major,1109,6,527.0352777777778,,218,21,21,17,1
CALCITE-4965,Bug,Major,727,2,586.245,,5,10,5,3,1
CALCITE-4963,Improvement,Major,726,9,268.5313888888889,,189,93,93,3,1
CALCITE-4960,Improvement,Major,572,3,289.3905555555556,,28,16,16,8,1
CALCITE-4955,Task,Major,0,3,355.96194444444444,,140,4,4,3,1
CALCITE-4954,Bug,Minor,968,3,25933.967777777776,24502.776514444446,28,3,3,2,1
CALCITE-4953,Task,Major,352,2,447.6613888888889,,5,0,0,1,1
CALCITE-4952,Improvement,Major,308,5,262.76194444444445,,1396,532,532,6,1
CALCITE-4950,Task,Minor,208,2,403.0236111111111,,1,1,1,1,1
CALCITE-4948,Improvement,Major,0,2,420.48277777777776,,3,8,3,2,1
CALCITE-4946,Bug,Major,286,2,431.6252777777778,19.683519722222222,614,111,111,21,1
CALCITE-4941,Bug,Major,96,2,494.6641666666667,14.720119722222222,68,1,1,3,1
CALCITE-4939,Improvement,Major,263,2,503.25944444444445,,1,1,1,1,1
CALCITE-4938,Bug,Major,208,2,512.5816666666667,1.060938611111111,1,1,1,1,1
CALCITE-4937,Bug,Major,250,3,515.7236111111112,4.151848055555556,1,39,1,4,2
CALCITE-4936,Improvement,Major,1181,3,2890.802777777778,,43,25,25,4,1
CALCITE-4932,Task,Major,919,4,567.4525,2.6915569444444443,3,37,3,1,1
CALCITE-4930,Bug,Minor,263,9,597.0219444444444,,1,1,1,1,1
CALCITE-4929,Improvement,Major,294,2,609.9847222222222,,129,2,2,3,1
CALCITE-4928,Improvement,Major,143,2,611.9030555555555,,208,79,79,5,1
CALCITE-4927,Task,Major,1071,4,640.9722222222222,,30,75,30,16,1
CALCITE-4925,Improvement,Minor,654,4,656.1588888888889,,59,6,6,3,1
CALCITE-4921,Bug,Major,955,7,25189.90166666667,,45,0,0,1,1
CALCITE-4918,Bug,Major,447,4,26645.218055555557,,963,50,50,35,2
CALCITE-4917,Test,Minor,427,6,786.2763888888888,403.0995491666667,12,0,0,1,1
CALCITE-4913,Bug,Major,10671,16,4481.208888888889,3432.6149061111114,69,13,13,3,1
CALCITE-4912,Bug,Minor,591,6,1887.6494444444445,39.77722833333333,8,4,4,2,1
CALCITE-4907,Bug,Major,202,13,4581.164722222222,4580.223486388889,34,12,12,2,1
CALCITE-4906,Bug,Major,717,8,881.9519444444444,384.8763055555555,48,2,2,5,1
CALCITE-4901,Improvement,Major,1446,14,1124.6463888888889,,34,13,13,3,1
CALCITE-4898,Improvement,Major,537,3,1001.8547222222222,388.4252016666667,13,21,13,4,1
CALCITE-4897,Bug,Major,1853,10,5112.256666666667,,42,2,2,3,1
CALCITE-4895,Bug,Major,8969,2,1104.1961111111111,,55,0,0,3,1
CALCITE-4894,Bug,Major,5440,8,1126.2186111111112,603.6325511111111,152,22,22,5,1
CALCITE-4893,Bug,Major,2689,3,3470.6075,,200,40,40,6,2
CALCITE-4885,Bug,Major,100,8,1778.2119444444445,1740.0278558333334,21387,21698,21387,138,1
CALCITE-4884,Improvement,Major,562,10,1301.9855555555555,,7,3,3,1,1
CALCITE-4883,Bug,Major,314,2,1318.7472222222223,,37,2,2,2,1
CALCITE-4877,Improvement,Major,809,13,34.3875,,55,44,44,7,3
CALCITE-4876,Bug,Major,985,7,1433.5841666666668,233.28949194444445,40,14,14,3,1
CALCITE-4875,Bug,Major,1421,7,1470.421111111111,,33,2,2,3,1
CALCITE-4872,Bug,Major,365,8,2382.321111111111,,124,55,55,13,2
CALCITE-4871,Bug,Major,637,7,25943.383611111112,24408.03167861111,186,0,0,1,1
CALCITE-4865,Sub-task,Major,5822,21,6480.113055555556,,1614,16,16,18,1
CALCITE-4861,Bug,Minor,467,16,4558.307777777778,,67,34,34,3,1
CALCITE-4860,Bug,Major,522,9,27888.334444444445,27845.83592222222,526,442,442,9,1
CALCITE-4858,Improvement,Minor,825,2,1869.7047222222222,,493,251,251,39,1
CALCITE-4856,Bug,Major,3481,7,1934.6647222222223,,10,4,4,1,1
CALCITE-4853,Bug,Major,963,6,7.204166666666667,,1,1,1,1,1
CALCITE-4851,Improvement,Major,1188,9,1978.8361111111112,,45,0,0,4,1
CALCITE-4850,Bug,Major,342,2,17442.17638888889,,11,0,0,1,1
CALCITE-4848,Bug,Major,558,4,45.205555555555556,23.94928916666667,33,1,1,3,1
CALCITE-4847,Bug,Major,748,6,40.90138888888889,22.1437775,90,36,36,5,1
CALCITE-4846,Bug,Major,528,3,2046.975,85.6955975,52,2,2,2,1
CALCITE-4844,Bug,Major,1320,19,2073.6427777777776,796.3169908333333,102,3,3,4,1
