issue_id,issue_type,priority,description_length,num_comments,time_to_resolve_hours,time_in_progress_hours,lines_added,lines_deleted,lines_updated_est,total_files_changed,num_commits
IVY-234,Bug,Major,834,1,5109.138333333333,,6,1,1,2,1
IVY-233,Bug,Major,473,2,5132.225277777778,,12,2,2,2,1
IVY-232,Bug,Major,680,22,20540.897777777776,,278,80,80,36,1
IVY-231,Improvement,Major,151,2,5125.280833333333,,35,5,5,5,1
IVY-230,Bug,Blocker,133,3,5156.823055555556,,32,26,26,2,1
IVY-229,Bug,Major,177,7,5147.468333333333,,57,29,29,6,3
IVY-228,New Feature,Major,301,2,5149.5280555555555,,7,0,0,2,1
IVY-227,Improvement,Major,381,3,5179.128333333333,,19,2,2,2,1
IVY-226,Improvement,Major,95,5,5179.727222222222,,55,10,10,3,1
IVY-223,New Feature,Minor,479,9,5301.495277777778,,220,16,16,8,2
IVY-222,New Feature,Minor,226,8,5323.358888888889,,150,60,60,2,1
IVY-221,New Feature,Major,453,2,5323.769722222222,,78,5,5,4,1
IVY-220,New Feature,Major,353,4,5417.054444444444,,65,9,9,6,1
IVY-219,New Feature,Major,917,4,5417.6641666666665,,1166,397,397,50,1
IVY-218,New Feature,Major,74,4,5436.948888888889,,78,8,8,7,1
IVY-217,New Feature,Major,555,5,5444.9275,,740,208,208,49,2
IVY-215,Improvement,Major,361,3,5510.165277777778,,127,98,98,4,1
IVY-214,Bug,Major,257,4,5510.454444444445,,29,2,2,4,1
IVY-213,Bug,Minor,284,2,5507.733888888889,,11,0,0,2,1
IVY-211,Improvement,Major,773,3,5557.045277777778,,233,155,155,21,1
IVY-210,New Feature,Major,307,3,5583.176111111111,,64,0,0,2,1
IVY-207,Bug,Major,137,1,5633.735555555556,,140,20,20,15,1
IVY-206,Bug,Major,228,0,5634.050277777777,,114,19,19,4,1
IVY-205,Improvement,Minor,541,4,5636.438611111111,,69,8,8,8,1
IVY-203,Bug,Major,2578,1,5772.191666666667,,40,20,20,3,1
IVY-202,New Feature,Major,375,2,5851.069166666667,,394,85,85,25,1
IVY-199,Bug,Major,224,1,5962.935555555556,,57,4,4,6,1
IVY-198,Bug,Major,1051,2,6091.6177777777775,,54,0,0,5,1
IVY-196,Improvement,Trivial,420,0,6141.781388888889,,2,1,1,2,1
IVY-195,Bug,Major,1912,1,6185.877222222222,,37,1,1,4,1
IVY-194,New Feature,Major,285,4,6277.79,,415,73,73,8,1
IVY-193,Bug,Major,221,2,6307.522777777778,,220,18,18,19,1
IVY-192,Improvement,Minor,705,1,6325.256111111111,,33,8,8,6,1
IVY-191,Bug,Minor,850,1,6326.565277777778,,15,1,1,2,1
IVY-189,New Feature,Major,629,3,6331.953333333333,,51,8,8,5,1
IVY-188,Bug,Major,317,1,6332.089722222222,,67,1,1,6,1
IVY-187,Improvement,Major,171,1,6332.6625,,27,3,3,2,1
IVY-186,Bug,Major,130,1,6355.043055555556,,26,46,26,3,1
IVY-185,Bug,Minor,687,1,6374.420833333334,,18,18,18,2,2
IVY-183,New Feature,Major,342,3,6452.251666666667,,263,14,14,21,2
IVY-182,Bug,Major,48,1,6466.941666666667,,32,11,11,4,1
IVY-181,Bug,Major,107,1,6500.81,,26,5,5,3,1
IVY-180,Bug,Major,235,2,6546.524444444444,,39,21,21,5,1
IVY-179,Bug,Major,162,2,6641.848333333333,,14,3,3,2,1
IVY-178,Bug,Minor,2767,1,6684.209444444445,,1,1,1,1,1
IVY-177,Bug,Minor,6593,7,6734.543055555556,,23,4,4,5,2
IVY-175,Bug,Minor,3123,1,6803.634722222222,,39,4,4,5,1
IVY-174,Improvement,Major,36,0,6811.321666666667,,31,1,1,4,1
IVY-173,Bug,Major,2002,7,6833.335,,89,10,10,8,1
IVY-171,Bug,Major,159,0,6850.560833333333,,10,2,2,4,1
IVY-170,Improvement,Minor,2079,2,6924.364444444444,,140,20,20,15,1
IVY-169,Bug,Major,301,0,6926.550555555556,,95,9,9,7,1
IVY-168,Bug,Major,1694,4,6951.858888888889,,72,0,0,6,1
IVY-167,Improvement,Major,333,3,6975.673333333333,,32,13,13,4,2
IVY-166,Improvement,Major,455,2,7000.383055555556,,4,1,1,2,1
IVY-165,Bug,Major,227,1,6998.669722222222,,42,10,10,7,1
IVY-164,Bug,Major,316,3,7148.223333333333,,180,1,1,11,1
IVY-163,Improvement,Major,169,1,7140.571388888889,,42,2,2,3,1
IVY-162,Bug,Major,791,0,8213.259722222223,,9,6,6,2,1
IVY-161,Improvement,Major,649,1,7165.271388888889,,497,212,212,31,2
IVY-159,Bug,Major,1495,3,7242.556388888889,,97,10,10,5,1
IVY-158,Bug,Major,711,2,7261.546388888889,,5,1,1,2,1
IVY-157,Bug,Major,132,1,7262.3822222222225,,10,5,5,3,1
IVY-156,Bug,Minor,426,4,7285.881111111111,,9,10,9,1,1
IVY-155,New Feature,Major,275,2,7287.274722222222,,542,68,68,13,1
IVY-154,Improvement,Major,126,1,7283.778888888889,,317,24,24,10,1
IVY-153,Bug,Minor,331,0,7307.264166666667,,56,8,8,4,1
IVY-152,Improvement,Minor,44,1,7313.1513888888885,,5,1,1,3,2
IVY-151,Bug,Major,36,3,7307.821388888889,,85,3,3,11,1
IVY-150,Bug,Major,76,2,7337.172222222222,,122,1,1,8,1
IVY-149,Bug,Major,1018,0,7340.1016666666665,,55,13,13,8,1
IVY-147,New Feature,Major,261,2,7363.799722222222,,197,45,45,12,1
IVY-146,New Feature,Major,32,8,7365.24,,68,2,2,5,1
IVY-145,New Feature,Major,151,2,7433.728611111111,,106,24,24,7,1
IVY-144,Bug,Major,227,2,7434.1211111111115,,62,17,17,6,1
IVY-143,Improvement,Major,142,2,7434.330833333333,,33,1,1,2,1
IVY-141,New Feature,Major,521,2,7458.921111111111,,339,48,48,6,1
IVY-140,New Feature,Major,460,2,7452.451666666667,,1,1,1,1,1
IVY-139,Improvement,Major,379,2,7480.142777777778,,51,34,34,2,1
IVY-138,Improvement,Minor,2078,3,7485.964722222222,,322,64,64,7,1
IVY-137,Improvement,Major,328,1,7477.607222222222,,376,121,121,23,1
IVY-136,Improvement,Minor,128,2,7501.845,,56,0,0,2,2
IVY-134,New Feature,Major,492,2,7499.408888888889,,422,31,31,16,1
IVY-133,Bug,Major,72,1,7499.837222222222,,25,18,18,4,1
IVY-132,Improvement,Major,611,2,7599.908888888889,,135,21,21,11,1
IVY-131,Improvement,Major,159,2,7596.356111111111,,98,31,31,5,1
IVY-130,Bug,Major,267,1,7621.529166666666,,299,52,52,14,2
IVY-129,Improvement,Minor,96,2,7643.402777777777,,97,5,5,2,2
IVY-128,New Feature,Major,672,26,7650.413333333333,,1168,1,1,15,2
IVY-127,Improvement,Major,197,2,7652.290555555555,,25,12,12,3,1
IVY-126,Bug,Major,167,0,7643.946111111111,,2,1,1,2,1
IVY-125,Improvement,Trivial,746,1,7677.2219444444445,,4,1,1,3,1
IVY-124,Improvement,Minor,3721,2,7693.298333333333,,45,1,1,3,1
IVY-123,Bug,Minor,2171,1,7696.487222222222,,11,13,11,3,1
IVY-121,New Feature,Major,113,2,7817.063611111111,,103,9,9,5,1
IVY-120,New Feature,Major,374,2,7985.466111111111,,247,33,33,10,1
IVY-119,Bug,Major,189,1,8026.923333333333,,41,1,1,4,1
IVY-118,New Feature,Minor,228,1,8029.174166666667,,257,106,106,8,1
IVY-117,Bug,Major,176,0,8029.3358333333335,,47,0,0,4,1
IVY-116,Bug,Major,2329,3,8107.9225,,265,37,37,17,1
IVY-115,Bug,Major,3939,2,8340.613333333333,,28,2,2,3,1
IVY-113,Improvement,Minor,468,3,8435.533611111112,,86,13,13,5,1
IVY-112,Bug,Major,380,1,8487.4775,,37,6,6,7,1
IVY-110,Improvement,Minor,1499,1,8513.425,,43,2,2,4,2
IVY-108,Bug,Major,1129,3,8654.089166666667,,255,184,184,7,1
IVY-105,Bug,Major,280,1,22869.17,,63,8,8,4,1
IVY-103,New Feature,Major,354,8,9304.835555555555,,102,9,9,9,2
IVY-102,Improvement,Blocker,1305,5,9332.425833333333,,91,12,12,3,1
IVY-101,Improvement,Minor,541,4,9380.943333333333,,171,14,14,5,1
IVY-100,Improvement,Major,125,2,9445.4475,,16,2,2,4,1
IVY-99,New Feature,Major,176,2,9445.528333333334,,54,0,0,4,1
IVY-98,New Feature,Major,112,2,9445.834722222222,,477,39,39,7,1
IVY-97,Bug,Major,535,3,9502.983888888888,,47,2,2,6,1
IVY-96,New Feature,Major,451,3,9519.8575,,62,7,7,3,1
IVY-95,Improvement,Major,458,8,9523.46,,37,4,4,4,1
IVY-94,Bug,Minor,55,2,9547.794722222223,,27,16,16,5,1
IVY-93,Improvement,Major,1091,5,9666.88,,135,32,32,3,1
IVY-92,New Feature,Major,229,11,9669.106944444444,,49,6,6,3,2
IVY-90,Bug,Minor,149,0,9786.773333333333,,187,43,43,7,1
IVY-89,Bug,Major,1774,6,24398.977777777778,,27,29,27,4,1
IVY-88,New Feature,Minor,213,4,10053.191944444445,,422,31,31,16,1
IVY-87,Bug,Major,727,2,10121.986944444445,,30,5,5,5,2
IVY-86,Bug,Major,2033,1,10122.95388888889,,33,0,0,4,1
IVY-85,Bug,Major,1062,0,10143.627222222221,,43,32,32,4,1
IVY-84,Bug,Major,1472,5,10191.782222222222,,419,1,1,30,1
IVY-83,Bug,Major,229,1,10215.318055555555,,141,32,32,15,1
IVY-78,Improvement,Major,416,4,10453.907777777778,,4,4,4,4,1
IVY-77,New Feature,Minor,853,3,14262.51888888889,,901,109,109,21,1
IVY-76,Bug,Major,744,1,10479.062777777777,,192,48,48,18,1
IVY-75,Bug,Minor,603,1,10701.055277777778,,40,6,6,3,1
IVY-71,New Feature,Major,336,1,10894.922222222222,,124,18,18,7,2
IVY-69,New Feature,Major,205,9,11033.314166666667,,198,1,1,11,2
IVY-68,New Feature,Major,1011,3,11178.598055555556,,224,12,12,20,2
IVY-66,New Feature,Minor,645,3,11397.542777777779,,47,7,7,5,1
IVY-65,Bug,Minor,84,2,16204.349444444444,,29,11,11,10,1
IVY-64,Bug,Major,382,5,11536.279444444444,,4,3,3,4,1
IVY-62,Bug,Minor,248,1,11628.29361111111,,6,2,2,2,1
IVY-61,Bug,Major,770,2,11628.498333333333,,42,14,14,8,1
IVY-59,Bug,Major,4785,1,11700.964444444444,,4,0,0,2,1
IVY-57,Bug,Trivial,728,1,11826.973333333333,,6,5,5,2,1
IVY-56,Bug,Minor,4410,1,11875.52611111111,,35,1,1,6,1
IVY-55,Improvement,Minor,176,1,11963.804722222223,,29,0,0,3,1
IVY-54,Improvement,Major,656,4,11990.666111111112,,233,37,37,10,2
IVY-53,Improvement,Major,236,0,12161.694166666666,,83,0,0,6,1
IVY-52,New Feature,Minor,579,1,12205.940277777778,,102,83,83,7,2
IVY-51,Bug,Major,360,2,12307.846944444444,,160,19,19,13,2
IVY-49,Bug,Major,154,1,12327.46,,33,0,0,4,1
IVY-48,Improvement,Major,707,3,12348.236111111111,,26,4,4,2,1
IVY-47,New Feature,Major,73,4,12373.41138888889,,1166,397,397,50,1
IVY-45,New Feature,Major,201,2,12516.448611111111,,184,16,16,12,1
IVY-35,Improvement,Minor,189,6,13815.408055555556,,111,16,16,5,1
IVY-33,Improvement,Minor,153,4,13884.975277777778,,198,5,5,6,1
IVY-27,Improvement,Minor,140,3,14371.2875,,272,8,8,23,1
IVY-21,Improvement,Minor,108,2,16243.257777777777,,89,33,33,8,1
IVY-20,Improvement,Minor,101,1,16243.28638888889,,73,19,19,10,1
